"Börsdata ID";"Company";"Stock price - Current";"Info - Price Currency";"Info - Country";"Info - Ticker";"Info - Sector";"Market Cap - Current SEK";"P/E - Current";"Earnings/share - Growth 1y";"PEG - Current";"ROC - Current";"Rel. Perform - Perform. 1y"
"200";"Sectra";"229.40";"SEK";"Sweden";"SECT B";"Health Care";"44760.8";"82.2";"-9.1%";"-9.0";"96.8%";"-17.3%"
"201";"Securitas";"149.55";"SEK";"Sweden";"SECU B";"Industrials";"85750.9";"16.7";"-0.8%";"-19.7";"12.5%";"-6.7%"
"1111";"SED Energy";"8.70";"NOK";"Norway";"ENH";"Energy";"6552.8";"22.5";"-40.8%";"-0.6";"16.5%";"42.2%"
"1487";"Sedana Medical";"8.69";"SEK";"Sweden";"SEDANA";"Health Care";"863.2";"-14.5";"-458.1%";;"-4.0%";"-25.9%"
"2567";"SEHED Byggmästargruppen";"26.80";"SEK";"Sweden";"SEHED B";"Industrials";"752.0";"10.1";;"1.5";"40.9%";"36.5%"
"1109";"Selvaag Bolig";"34.55";"NOK";"Norway";"SBO";"Financials";"3336.8";"24.4";"-24.8%";"-1.0";"3.2%";"-10.7%"
"531";"SensoDetect";"0.058";"SEK";"Sweden";"SDET";"Health Care";"25.8";"-2.6";"70.3%";;"-81.1%";"-79.8%"
"203";"Sensys Gatso";"36.10";"SEK";"Sweden";"SGG";"Technology";"416.2";"-86.0";"-185.7%";;"7.2%";"-23.1%"
"2583";"Sentia";"70.44";"NOK";"Norway";"SNTIA";"Industrials";"7286.3";"12.3";"21.5%";"0.6";"-23.0%";
"1523";"SenzaGen";"4.70";"SEK";"Sweden";"SENZA";"Health Care";"152.8";"-12.0";"39.6%";;"-17.6%";"-21.3%"
"569";"Senzime";"4.25";"SEK";"Sweden";"SEZI";"Health Care";"668.2";"-4.6";"4.1%";;"-46.8%";"-34.0%"
"479";"Serstech";"0.37";"SEK";"Sweden";"SERT";"Industrials";"94.9";"-3.3";"-159.5%";;"-74.4%";"-68.6%"
"538";"Servana";"0.0030";"SEK";"Sweden";"SERV";"Health Care";"21.8";"-7.5";"96.4%";;"-234.1%";"16.7%"
"342";"ShaMaran";"1.35";"SEK";"Sweden";"SNM";"Energy";"3885.7";"15.7";"-68.3%";"-0.2";"12.6%";"-20.4%"
"1944";"Shape Robotics";"3.85";"DKK";"Denmark";"SHAPE";"Technology";"110.7";"4.3";"192.7%";"0.0";"13.7%";"-83.6%"
"2303";"SHT Smart High-Tech";"12.54";"SEK";"Sweden";"SHT B";"Technology";"355.9";"-5.0";"-45.2%";;"-114.6%";"-35.6%"
"2517";"Sibek";"39.60";"SEK";"Sweden";"SIBEK";"Industrials";"402.1";"17.4";"-3.4%";"-5.2";"162.7%";"1.4%"
"997";"Siili Solutions";"3.74";"EUR";"Finland";"SIILI";"Technology";"341.0";"32.5";"-73.3%";"-0.4";"0.3%";"-48.0%"
"2359";"Siljansvik";"105.50";"SEK";"Sweden";"SIVI";"Utilities";"1450.7";"21.7";"-95.3%";"-0.2";"2.6%";"-13.3%"
"1054";"Simris Alg";"0.12";"SEK";"Sweden";"SIMRIS B";"Food and Beverage";"157.3";"-5.9";"80.0%";;"-24.2%";"1.6%"
"908";"Sinch";"22.33";"SEK";"Sweden";"SINCH";"Technology";"17232.1";"82.7";"103.6%";"0.8";"2.7%";"-10.9%"
"206";"SinterCast";"87.60";"SEK";"Sweden";"SINT";"Industrials";"619.2";"25.1";"-28.1%";"-0.9";"45.9%";"-26.1%"
"2111";"Sitowise Group";"2.49";"EUR";"Finland";"SITOWS";"Industrials";"999.7";"-2.1";"-1546.3%";;"-26.5%";"-7.5%"
"489";"Sivers Semiconductors";"10.49";"SEK";"Sweden";"SIVE";"Technology";"3265.9";"-15.2";"-40.8%";;"-12.0%";"148.3%"
"985";"Sjöstrand Coffee";"6.35";"SEK";"Sweden";"SCC B";"Consumer Durables";"20.3";"-5.0";"-305.5%";;"-336.7%";"-3.9%"
"1283";"SKAKO";"56.60";"DKK";"Denmark";"SKAKO";"Industrials";"269.4";"30.2";"-78.9%";"-0.4";"37.3%";"-32.9%"
"2095";"Skandia GreenPower";"1.59";"NOK";"Norway";"SKAND";"Utilities";"197.0";"12.4";"-8.9%";"-1.4";"-24.8%";"38.2%"
"207";"Skanska";"245.50";"SEK";"Sweden";"SKA B";"Industrials";"103086.2";"17.7";"2.9%";"6.1";"9.9%";"-7.5%"
"208";"SKF B";"215.00";"SEK";"Sweden";"SKF B";"Industrials";"97900.5";"24.9";"-39.4%";"-0.6";"10.9%";"-15.4%"
"209";"SkiStar";"160.00";"SEK";"Sweden";"SKIS B";"Consumer Durables";"12540.2";"20.2";"11.6%";"1.7";"12.5%";"-10.8%"
"1284";"Skjern Bank";"264.00";"DKK";"Denmark";"SKJE";"Financials";"3842.9";"10.3";"-10.1%";"-1.0";"3.0%";"23.0%"
"2398";"Skolon";"20.60";"SEK";"Sweden";"SKOLON";"Technology";"546.8";"-93.6";"-11.2%";;;"-41.4%"
"2428";"Skue Sparebank";"344.00";"NOK";"Norway";"SKUE";"Financials";"2047.6";"15.4";"-31.5%";"-0.5";"1.4%";"-12.7%"
"344";"Skåne-möllan";"52.00";"SEK";"Sweden";"SKMO";"Food and Beverage";"572.0";"51.5";"-31.5%";"-1.6";"12.7%";"-3.1%"
"2184";"Sleep Cycle";"17.28";"SEK";"Sweden";"SLEEP";"Health Care";"350.4";"6.6";"-15.2%";"-0.4";"-147.2%";"-71.9%"
"517";"Slottsviken B";"28.00";"SEK";"Sweden";"SLOTT B";"Financials";"56.0";"20.1";"0.0%";"559.8";"3.5%";"-35.4%"
"1390";"Smart Eye";"54.00";"SEK";"Sweden";"SEYE";"Technology";"2088.6";"-11.9";"26.8%";;"-10.3%";"-2.4%"
"2224";"SmartCraft";"18.50";"NOK";"Norway";"SMCRT";"Technology";"3268.4";"37.2";"-19.2%";"-1.9";"12.1%";"-38.0%"
"2180";"Smartoptics";"41.90";"NOK";"Norway";"SMOP";"Telecom";"4231.4";"86.9";"16.0%";"5.4";"23.6%";"93.1%"
"1669";"Smoltek";"0.51";"SEK";"Sweden";"SMOL";"Technology";"91.5";"-1.8";"58.2%";;"-39.5%";"4.1%"
"1904";"Sociallite US";"0.82";"SEK";"Sweden";"SOCIAL";"Consumer Durables";"9.6";"-0.3";"65.7%";;"1633.9%";"13.0%"
"1707";"SoftOx Solutions";"0.070";"NOK";"Norway";"SOFTX";"Health Care";"179.9";"-13.0";"99.8%";;"-10.4%";"113.2%"
"210";"Softronic";"20.75";"SEK";"Sweden";"SOF B";"Technology";"1092.1";"16.3";"-18.8%";"-0.9";"42.5%";"-17.7%"
"2587";"SoftwareOne";"78.66";"NOK";"Norway";"SWON";"Technology";"17913.7";;;;;
"2421";"Sogn Sparebank";"308.00";"NOK";"Norway";"SOGN";"Financials";"200.5";"13.6";"3.7%";"3.7";"1.7%";"21.1%"
"2549";"Soiltech";"78.80";"NOK";"Norway";"STECH";"Industrials";"710.8";"19.8";"317.9%";"0.1";"13.6%";"38.1%"
"1205";"Solar";"185.60";"DKK";"Denmark";"SOLAR B";"Industrials";"2243.7";"18.5";"-51.5%";"-0.4";"5.2%";"-35.0%"
"2550";"Solar Foods";"4.32";"EUR";"Finland";"SFOODS";"Food and Beverage";"1445.9";;;;;"-40.3%"
"2328";"Solid Försäkring";"107.20";"SEK";"Sweden";"SFAB";"Financials";"1943.3";"12.9";"-7.6%";"-1.7";"13.7%";"19.8%"
"2300";"SolidX";"2.50";"SEK";"Sweden";"SOLIDX";"Technology";"89.9";"62.0";"122.4%";"0.5";"9.0%";"-6.3%"
"1368";"Solnaberg";"114.00";"SEK";"Sweden";"SOLNA";"Financials";"428.6";"13.4";"26.2%";"0.5";"3.2%";"-8.8%"
"2584";"Solstad Maritime";"26.85";"NOK";"Norway";"SOMA";"Energy";"12869.7";;;;;
"1114";"Solstad Offshore";"62.00";"NOK";"Norway";"SOFF";"Energy";"5258.7";"3.6";"80.3%";"0.0";"14.5%";"62.0%"
"763";"SolTech Energy";"0.079";"SEK";"Sweden";"SOLT";"Utilities";"104.5";"-0.1";"37.6%";;"-52.2%";"-105.9%"
"807";"Solteq";"0.40";"EUR";"Finland";"SOLTEQ";"Technology";"86.5";"-5.7";"-12.8%";;"5.4%";"-53.5%"
"1601";"Solution International";"2.81";"SEK";"Sweden";"SIN";"Health Care";"124.1";"-77.8";"98.6%";;"-6.3%";"92.4%"
"2214";"Solwers";"2.09";"EUR";"Finland";"SOLWERS";"Industrials";"238.1";"-22.3";"-182.4%";;"1.0%";"-23.4%"
"1433";"Sonetel";"5.60";"SEK";"Sweden";"SONE";"Technology";"42.4";"-28.2";"56.4%";;"2.5%";"11.9%"
"572";"Sotkamo Silver";"3.38";"SEK";"Sweden";"SOSI";"Materials";"1125.6";"-20.6";"-186.0%";;"2.1%";"179.2%"
"787";"Sotkamo Silver";"0.32";"EUR";"Finland";"SOSI1";"Materials";"1184.1";"-20.9";"-186.0%";;"2.1%";"191.3%"
"2273";"Sound Dimension";"0.40";"SEK";"Sweden";"SOUND";"Technology";"54.4";"-5.0";"-12.3%";;;"987.6%"
"1286";"SP Group";"350.00";"DKK";"Denmark";"SPG";"Materials";"6601.0";"17.7";"-2.7%";"-6.5";"16.2%";"0.2%"
"486";"Spago Nanomedical";"0.10";"SEK";"Sweden";"SPAGO";"Health Care";"69.5";"-2.6";"57.1%";;"-1460.4%";"-61.9%"
"2435";"Sparebank 1 Helgeland";"168.50";"NOK";"Norway";"HELG";"Financials";"4686.0";"12.0";"-13.6%";"-0.9";"1.6%";"-8.9%"
"2439";"Sparebank 1 Nordmore";"183.00";"NOK";"Norway";"SNOR";"Financials";"1708.1";"9.7";"0.2%";"60.9";"2.1%";"-2.5%"
"2422";"Sparebank 1 Nord-Norge";"157.36";"NOK";"Norway";"NONG";"Financials";"16272.6";"10.3";"-6.2%";"-1.7";"3.0%";"4.7%"
"2436";"Sparebank 1 Ostfold Akershus";"456.00";"NOK";"Norway";"SOAG";"Financials";"5818.9";"9.2";"0.7%";"12.9";"2.5%";"-5.2%"
"2438";"Sparebank 1 Ostlandet";"205.20";"NOK";"Norway";"SPOL";"Financials";"28715.0";"11.3";"-4.6%";"-2.4";"2.0%";"10.8%"
"2433";"Sparebank 1 Ringerike Hadeland";"475.00";"NOK";"Norway";"RING";"Financials";"7656.8";"10.1";"7.1%";"1.4";"2.8%";"12.2%"
"2432";"Sparebank 1 SMN";"210.20";"NOK";"Norway";"MING";"Financials";"31223.6";"11.0";"-5.1%";"-2.2";"2.2%";"2.7%"
"1116";"SpareBank 1 Sor-Norge";"202.50";"NOK";"Norway";"SB1NO";"Financials";"78310.7";"11.9";"-11.6%";"-1.0";"1.6%";"11.6%"
"2267";"Sparebank 68 grader nord";"224.45";"NOK";"Norway";"SB68";"Financials";"691.9";"14.8";"-6.6%";"-2.2";"1.4%";"12.4%"
"2431";"Sparebanken More";"116.70";"NOK";"Norway";"MORG";"Financials";"5985.5";"12.2";"-3.8%";"-3.2";"1.2%";"3.9%"
"2423";"Sparebanken Norge";"198.86";"NOK";"Norway";"SBNOR";"Financials";"35493.6";"11.8";"0.8%";"14.1";"1.4%";"26.4%"
"2430";"Sparebanken Ost";"84.10";"NOK";"Norway";"SPOG";"Financials";"1795.8";"12.3";"0.2%";"55.6";"1.4%";"-4.5%"
"1206";"Sparekassen Sjaelland-Fyn";"301.50";"DKK";"Denmark";"SPKSJF";"Financials";"7531.0";"8.9";"1.8%";"4.9";"2.6%";"-0.1%"
"785";"SpectraCure";"0.089";"SEK";"Sweden";"SPEC";"Health Care";"50.7";"-0.6";"42.2%";;"-68.6%";"-103.4%"
"765";"SpectrumOne";"0.17";"SEK";"Sweden";"SPEONE";"Consumer Durables";"65.5";"-2.0";"-149.7%";;"-7.7%";"-39.4%"
"2138";"Spermosens";"0.0090";"SEK";"Sweden";"SPERM";"Health Care";"28.6";"-3.0";"91.3%";;"-37.1%";"-10.5%"
"2294";"Spiltan Invest";"168.00";"SEK";"Sweden";"SPLTN";"Financials";"5034.5";"-18.9";"-1187.7%";;"-3.4%";"-26.2%"
"2223";"Spinnova";"0.42";"EUR";"Finland";"SPINN";"Consumer Durables";"243.5";"-0.5";"-141.7%";;"-82.0%";"-15.9%"
"1967";"Spotlight Group";"16.10";"SEK";"Sweden";"SPGR";"Financials";"97.2";"29.3";"64.6%";"0.5";"3.8%";"-30.2%"
"1396";"Spotr Group";"7.10";"SEK";"Sweden";"SPOTR";"Technology";"10.2";"-1.2";"40.4%";;"-43.5%";"-76.3%"
"2338";"Springvest";"9.26";"EUR";"Finland";"SPRING";"Financials";"577.8";"55.3";"-42.7%";"-1.3";"4.5%";"5.3%"
"429";"Sprint Bioscience";"2.00";"SEK";"Sweden";"SPRINT";"Health Care";"210.5";"2.0";"478.2%";"0.0";"-1292.6%";"178.7%"
"731";"SRV Group";"4.86";"EUR";"Finland";"SRV1V";"Industrials";"924.4";"6.2";"333.3%";"0.0";"12.0%";"-15.6%"
"695";"SSAB B";"6.21";"EUR";"Finland";"SSABBH";"Materials";"69339.1";"13.7";"-24.8%";"-0.6";"10.6%";"-13.3%"
"1632";"SSAB B";"67.28";"SEK";"Sweden";"SSAB B";"Materials";"67052.5";"13.7";"-24.8%";"-0.6";"10.6%";"-14.9%"
"812";"SSH Communications";"2.11";"EUR";"Finland";"SSH1V";"Technology";"1289.6";"-72.0";"70.7%";;"-10.7%";"67.5%"
"2509";"Stainless Tankers";"39.90";"NOK";"Norway";"STST";"Industrials";"554.8";"44.9";"-34.6%";"-1.3";"11.9%";"-34.4%"
"555";"Star Vault";"0.077";"SEK";"Sweden";"STVA B";"Consumer Durables";"32.4";"-40.5";"9.5%";;"-7.2%";"-61.7%"
"386";"Starbreeze B";"0.083";"SEK";"Sweden";"STAR B";"Consumer Durables";"134.8";"-0.3";"-92.3%";;"-224.0%";"-62.6%"
"1924";"Stayble Therapeutics";"0.17";"SEK";"Sweden";"STABL";"Health Care";"10.9";"-1.6";"62.1%";;"-130.2%";"-73.3%"
"302";"Stendörren Fastigheter";"180.00";"SEK";"Sweden";"STEF B";"Financials";"5875.7";"22.6";"1.3%";"17.4";"2.0%";"-11.5%"
"2050";"Stenhus Fastigheter";"12.04";"SEK";"Sweden";"SFAST";"Financials";"4476.2";"13.6";"25.4%";"0.5";"3.2%";"2.7%"
"1746";"Stenocare";"0.91";"DKK";"Denmark";"STENO";"Health Care";"59.6";"-16.5";"96.8%";;"-20.2%";"110.4%"
"347";"Stille";"189.50";"SEK";"Sweden";"STIL";"Health Care";"1702.7";"30.6";"-4.3%";"-7.1";"8.9%";"-31.3%"
"926";"Stillfront";"3.66";"SEK";"Sweden";"SF";"Consumer Durables";"1897.8";"-0.8";"67.0%";;"-19.6%";"-39.3%"
"1688";"Stockholm Treasury";"0.31";"SEK";"Sweden";"STHLM";"Consumer Durables";"10.2";"-1.8";"42.5%";;"-132.6%";"-57.1%"
"144";"Stockwik Förvaltning";"18.00";"SEK";"Sweden";"STWK";"Financials";"129.8";"-10.2";"18.5%";;"8.3%";"-32.5%"
"1023";"Stolt-Nielsen";"329.00";"NOK";"Norway";"SNI";"Industrials";"19832.0";"4.9";"-10.9%";"-0.5";"9.3%";"17.5%"
"2142";"StoneBeach";"0.56";"SEK";"Sweden";"SBG";"Technology";"28.9";"-80.0";"94.9%";;"-8.0%";"47.7%"
"212";"Stora Enso R";"104.60";"SEK";"Sweden";"STE R";"Materials";"82489.6";"11.0";"610.1%";"0.0";"6.5%";"-12.1%"
"696";"Stora Enso R";"9.67";"EUR";"Finland";"STERV";"Materials";"85428.4";"11.0";"610.1%";"0.0";"6.5%";"-10.3%"
"964";"Storebrand";"170.40";"NOK";"Norway";"STB";"Financials";"76432.7";"14.6";"-6.3%";"-2.3";"0.6%";"22.3%"
"2274";"Storskogen";"8.45";"SEK";"Sweden";"STOR B";"Financials";"14252.8";"13.4";"2119.2%";"0.0";"7.6%";"-48.0%"
"471";"Storytel";"76.60";"SEK";"Sweden";"STORY B";"Consumer Durables";"5921.7";"12.3";"143.9%";"0.1";"30.2%";"-24.6%"
"1288";"Strategic Investments";"0.69";"DKK";"Denmark";"STRINV";"Financials";"436.0";"-3.7";"34.8%";;"-20.3%";"-32.2%"
"1583";"Strategic Partners";"620.00";"DKK";"Denmark";"STRAP";"Financials";"39.3";"-7.6";"75.1%";;"-22.1%";"-21.1%"
"1020";"StrongPoint";"10.10";"NOK";"Norway";"STRO";"Industrials";"467.0";"-91.2";"84.6%";;"-3.1%";"-8.3%"
"760";"Studentbostäder";"1.67";"SEK";"Sweden";"STUDBO";"Financials";"1158.7";"9.2";"143.8%";"0.1";"0.8%";"20.1%"
"213";"Studsvik";"302.00";"SEK";"Sweden";"SVIK";"Industrials";"2482.1";"66.5";"288.0%";"0.2";"11.3%";"136.0%"
"1938";"Subgen AI";"0.19";"SEK";"Sweden";"SUBGEN";"Health Care";"193.5";"-0.0";"98.2%";;;"-108.2%"
"965";"Subsea7";"253.40";"NOK";"Norway";"SUBC";"Energy";"78196.2";"18.3";"101.9%";"0.2";"18.2%";"43.0%"
"761";"Summa Defence";"12.90";"SEK";"Sweden";"SUMMAS";"Industrials";"589.3";"-2.2";"-3468.8%";;"-7.2%";"-93.5%"
"996";"Summa Defence";"1.20";"EUR";"Finland";"SUMMA";"Industrials";"614.0";"-2.3";"-3468.8%";;"-7.2%";"-92.9%"
"1762";"Sunborn";"0.16";"EUR";"Finland";"SBI";"Consumer Durables";"1012.6";"-22.4";"-255.0%";;"2.0%";"-84.2%"
"564";"Suntrade";"0.030";"SEK";"Sweden";"STRD B";"Utilities";"58.1";"-12.5";"76.2%";;"-49.3%";"3.6%"
"804";"Suominen";"1.23";"EUR";"Finland";"SUY1V";"Food and Beverage";"802.6";"-5.9";"-128.2%";;"-3.4%";"-49.5%"
"1489";"Surgical Science";"31.54";"SEK";"Sweden";"SUS";"Health Care";"1609.4";"24.1";"-49.2%";"-0.5";"1.8%";"-83.9%"
"1362";"Sustainable Energy";"0.030";"SEK";"Sweden";"SENS";"Industrials";"7.1";"-0.2";"-68.4%";;;"-74.2%"
"551";"Sustainion";"1.56";"SEK";"Sweden";"SUSG";"Technology";"338.8";"13.5";"426.4%";"0.0";"16.1%";"55.0%"
"2551";"Sveafastigheter";"35.64";"SEK";"Sweden";"SVEAF";"Financials";"7128.0";"11.5";"29.2%";"0.4";"2.8%";"2.6%"
"216";"Sweco B";"134.20";"SEK";"Sweden";"SWEC B";"Industrials";"48748.3";"21.8";"7.1%";"3.1";"19.6%";"-37.5%"
"217";"Swedbank";"333.90";"SEK";"Sweden";"SWED A";"Financials";"377976.8";"11.5";"-6.0%";"-1.9";"1.5%";"16.9%"
"214";"Svedbergs Group";"65.10";"SEK";"Sweden";"SVED B";"Consumer Durables";"3462.2";"16.0";"28.4%";"0.6";"13.2%";"19.6%"
"2402";"Sweden BuyersClub";"3.10";"SEK";"Sweden";"BUY";"Technology";"51.2";"-11.1";"54.0%";;"-29.5%";"-22.2%"
"1312";"Swedencare";"23.60";"SEK";"Sweden";"SECARE";"Food and Beverage";"3772.2";"67.4";"-43.5%";"-1.5";"1.6%";"-46.4%"
"2379";"Swedish Logistic Property";"37.65";"SEK";"Sweden";"SLP B";"Financials";"10549.7";"21.2";"27.5%";"0.8";"3.4%";"-2.0%"
"219";"Swedish Orphan Biovitrum";"362.40";"SEK";"Sweden";"SOBI";"Health Care";"129526.5";"260.7";"-87.8%";"-3.0";"1.7%";"17.9%"
"1400";"Svenska Aerogel";"1.50";"SEK";"Sweden";"AERO";"Materials";"43.6";"-1.4";"69.5%";;"-105.1%";"-46.0%"
"2411";"Swiss Properties Invest";"100.00";"DKK";"Denmark";"SWISS";"Financials";"345.0";"3.8";"300.9%";"0.0";"10.6%";"1.6%"
"215";"Svolder B";"47.70";"SEK";"Sweden";"SVOL B";"Financials";"4884.5";"-10.8";"-204.4%";;"-9.3%";"-26.9%"
"1317";"SynAct Pharma";"17.50";"SEK";"Sweden";"SYNACT";"Health Care";"983.7";"-8.1";"-4.3%";;"-80.0%";"-1.0%"
"576";"Synexo";"0.11";"SEK";"Sweden";"SYNEXO";"Financials";"34.4";"1.2";"148.8%";"0.0";"-28.2%";"52.3%"
"2290";"Synsam";"67.30";"SEK";"Sweden";"SYNSAM";"Consumer Durables";"9951.2";"21.2";"27.8%";"0.8";"15.6%";"34.0%"
"480";"SyntheticMR";"0.94";"SEK";"Sweden";"SYNT";"Health Care";"84.2";"-1.0";"-151.4%";;"-47.8%";"-82.9%"
"221";"Systemair";"70.60";"SEK";"Sweden";"SYSR";"Industrials";"14696.5";"21.2";"-8.8%";"-2.4";"18.2%";"-23.6%"
"2247";"Söder Sportfiske";"20.00";"SEK";"Sweden";"SODER";"Consumer Durables";"169.2";"21.7";"8.0%";"2.7";"11.5%";"-41.7%"
"998";"Taaleri";"7.19";"EUR";"Finland";"TAALA";"Financials";"2270.6";"12.2";"-41.0%";"-0.3";"8.8%";"-15.3%"
"348";"TagMaster";"24.00";"SEK";"Sweden";"TAGM B";"Technology";"351.6";"15.6";"381.3%";"0.0";"10.3%";"60.1%"
"999";"Talenom";"1.35";"EUR";"Finland";"TNOM";"Industrials";"689.9";"22.4";"-53.8%";"-0.4";"5.4%";"-68.8%"
"1309";"Talkpool";"14.45";"SEK";"Sweden";"TALK";"Telecom";"110.6";"7.1";"80.4%";"0.1";"95.9%";"81.3%"
"1768";"Tallink Grupp";"0.62";"EUR";"Finland";"TALLINK";"Industrials";"5130.0";"26.6";"-57.2%";"-0.5";"4.6%";"-12.4%"
"2485";"Tamtron";"5.28";"EUR";"Finland";"TAMTRON";"Industrials";"448.6";"85.0";"-24.2%";"-3.5";"6.8%";"-13.0%"
"1466";"TCECUR";"15.90";"SEK";"Sweden";"TCC A";"Technology";"153.9";"-6.6";"-132.9%";;"-7.4%";"-32.6%"
"1584";"TCM Group";"65.00";"DKK";"Denmark";"TCM";"Consumer Durables";"1031.9";"8.7";"36.1%";"0.2";"11.4%";"-21.2%"
"1047";"Techstep";"10.85";"NOK";"Norway";"TECH";"Technology";"384.5";"-4.0";"-131.6%";;"-16.3%";"-22.9%"
"842";"Tecnotree";"5.53";"EUR";"Finland";"TEM1V";"Technology";"1414.3";"9.2";"22.9%";"0.4";"22.9%";"48.8%"
"2126";"Tekna Holding";"3.39";"NOK";"Norway";"TEKNA";"Industrials";"794.2";"-5.5";"2.9%";;"-18.0%";"-44.6%"
"2561";"Tekova";"1.24";"EUR";"Finland";"TEKOVA";"Industrials";"606.6";"6.6";"64.2%";"0.1";"-935.5%";"38.6%"
"222";"Tele2 B";"191.40";"SEK";"Sweden";"TEL2 B";"Telecom";"133256.9";"29.0";"19.2%";"1.5";"13.5%";"40.0%"
"966";"Telenor";"168.40";"NOK";"Norway";"TEL";"Telecom";"237343.0";"28.2";"-56.9%";"-0.5";"11.2%";"5.1%"
"843";"Teleste";"3.60";"EUR";"Finland";"TLT1V";"Technology";"765.5";"24.6";"145.6%";"0.2";"9.6%";"14.1%"
"223";"Telia Company";"46.97";"SEK";"Sweden";"TELIA";"Telecom";"184691.2";"36.4";"33.0%";"1.1";"7.2%";"22.6%"
"697";"Telia Company";"4.36";"EUR";"Finland";"TELIA1";"Telecom";"192056.8";"36.6";"33.0%";"1.1";"7.2%";"25.4%"
"2135";"Tellusgruppen";"6.00";"SEK";"Sweden";"TELLUS";"Industrials";"106.6";"23.2";"118.7%";"0.2";"131.3%";"-6.6%"
"1564";"Tempest Security";"10.20";"SEK";"Sweden";"TSEC";"Industrials";"106.9";"-10.0";"79.2%";;"-34.0%";"-12.5%"
"1549";"Teneo AI";"0.52";"SEK";"Sweden";"TENEO";"Technology";"255.9";"-3.5";"15.2%";;"-125.9%";"-36.7%"
"1789";"Teqnion";"141.40";"SEK";"Sweden";"TEQ";"Industrials";"2427.3";"24.6";"2.9%";"8.5";"8.7%";"-22.0%"
"1462";"TerraNet";"0.064";"SEK";"Sweden";"TERRNT B";"Telecom";"143.5";"-3.1";"48.3%";;"-137.8%";"-61.7%"
"2586";"Terranor Group";"23.95";"SEK";"Sweden";"TERNOR";"Industrials";"479.0";"-20.7";"-137.3%";;"3.7%";
"1567";"Terveystalo";"9.26";"EUR";"Finland";"TTALO";"Health Care";"13175.3";"12.7";"28.1%";"0.5";"13.3%";"-29.4%"
"2149";"Tessin Nordic";"3.70";"SEK";"Sweden";"TESSIN";"Financials";"17.5";"-0.3";"-37.8%";;;"-59.0%"
"1321";"TF Bank";"158.46";"SEK";"Sweden";"TFBANK";"Financials";"10244.4";"16.0";"6.2%";"2.6";"2.9%";"18.4%"
"967";"TGS";"124.80";"NOK";"Norway";"TGS";"Energy";"25271.8";"132.9";"-82.4%";"-1.6";"7.2%";"12.8%"
"2043";"The Kingfish Company";"2.98";"NOK";"Norway";"KING";"Food and Beverage";"438.0";"-1.1";"-76.5%";;"-16.9%";"-55.1%"
"1756";"Thinc";"2.10";"SEK";"Sweden";"THINC";"Technology";"35.8";"29.8";"159.2%";"0.2";"9.7%";"19.0%"
"1089";"Thor Medical";"4.63";"NOK";"Norway";"TRMED";"Health Care";"1715.8";"-27.2";"5.6%";;"-14.4%";"90.4%"
"428";"Thule";"199.30";"SEK";"Sweden";"THULE";"Consumer Durables";"21492.1";"19.3";"-2.5%";"-7.9";"13.6%";"-47.1%"
"224";"TietoEVRY";"195.50";"SEK";"Sweden";"TIETOS";"Technology";"23194.1";"82.1";"141.5%";"0.6";"4.5%";"-18.8%"
"698";"TietoEVRY";"18.35";"EUR";"Finland";"TIETO";"Technology";"24382.9";"-11.9";"-214.0%";;"-7.9%";"-16.5%"
"1895";"TietoEVRY";"201.00";"NOK";"Norway";"TIETO";"Technology";"24562.0";"77.2";"141.5%";"0.5";"4.5%";"-20.9%"
"1551";"Time People Group";"0.90";"SEK";"Sweden";"TPGR";"Technology";"13.9";"-0.4";"-4.5%";;;"-93.3%"
"1934";"Tinde Sparebank";"117.00";"NOK";"Norway";"TINDE";"Financials";"656.8";"11.3";"1.3%";"8.9";"0.7%";"-18.0%"
"1856";"Tingsvalvet A";"42.80";"SEK";"Sweden";"TINGS A";"Financials";"798.9";"13.3";"13.2%";"1.0";"2.5%";"9.9%"
"2330";"Titania";"8.34";"SEK";"Sweden";"TITA B";"Financials";"690.5";"1.4";"23.8%";"0.1";"0.4%";"11.5%"
"1570";"Titanium";"7.72";"EUR";"Finland";"TITAN";"Financials";"911.4";"15.0";"-25.2%";"-0.6";"395.5%";"-9.3%"
"1207";"Tivoli";"624.00";"DKK";"Denmark";"TIV";"Consumer Durables";"5386.8";"36.0";"-8.2%";"-4.4";"9.4%";"-4.3%"
"745";"Tobii";"1.76";"SEK";"Sweden";"TOBII";"Technology";"455.6";"-1.9";"-4.5%";;"-20.8%";"-18.1%"
"2188";"Toivo Group";"0.96";"EUR";"Finland";"TOIVO";"Financials";"634.2";"13.2";"491.1%";"0.0";"0.0%";"-11.0%"
"1303";"Tokmanni Group";"7.05";"EUR";"Finland";"TOKMAN";"Food and Beverage";"4651.6";"11.4";"-25.0%";"-0.5";"8.0%";"-54.0%"
"1024";"Tomra Systems";"113.80";"NOK";"Norway";"TOM";"Industrials";"34700.0";"30.5";"-1.6%";"-18.8";"12.2%";"-40.6%"
"1291";"TORM";"170.45";"DKK";"Denmark";"TRMD A";"Energy";"26262.2";"9.2";"-55.4%";"-0.2";"12.7%";"20.6%"
"1548";"Touchtech";"4.04";"SEK";"Sweden";"TOUCH";"Technology";"44.8";"-45.3";"-112.6%";;"-2.4%";"-5.5%"
"468";"Tourn";"4.87";"SEK";"Sweden";"TOURN";"Consumer Durables";"47.5";"-8.9";"64.9%";;"-122.9%";"-29.8%"
